Product URL,Descriptions,tags
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.89.720.720a/s640x640/122792481_651563365552158_4871703856959740780_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=lw72Yrs4rtcAX9JdbFc&oh=781e2c16907c10141cf26b2ca9c14e89&oe=5FC11AAC,"Photo by WARDROBE-B on October 27, 2020. Image may contain: 1 person, standing and outdoor.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.72.720.720a/s640x640/122755042_3496771530440169_6678060849029823522_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=WPhNF_yIlHQAX_yrPw7&oh=43bfab3e1393d2c849523b6d35690d4b&oe=5FC39305,"Photo shared by 🔥Gautam Meena 🔥 on October 27, 2020 tagging @instagram, @sillysillysoni, @tridev_meena, @rahul_shrimali_official, @pappya_gaikwad_official, @mr.dead_33, @__shiv.meena__, @ashutosh_rajpurohit002, @official.harsh.sahu, @realdanishzehen, @x._buddy._, @prince_mark_1st, @rajasthan_meena_community, @ajay_meena8976, @rajputgirl4470, @rehmat.yt, @baisa_esha_rajawat, and @siyameena1039. Image may contain: 1 person, standing.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.88.720.720a/s640x640/122839219_390448712001438_8602454090538113717_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=XjNFhvtA_YUAX9nnemw&oh=1ce077c1d3c1543ba39dbf474f59bde1&oe=5FC29D87,"Photo by Exclusiva Boutique 🛍 on October 27, 2020. Image may contain: 1 person, standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122898124_186238582979700_177218126722676255_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=YmQpANQaFugAX_t6RaH&oh=d402e6956c818e61a3c0442c0607880e&oe=5FC16D74,"Photo shared by London Blogger◾️Justine on October 27, 2020 tagging @mango, @hm, @louisvuitton, @ootdmagazine, @stevemaddenuk, @lackofcoloraus, @doses_of_style, @shopthecurated, and @majorstreetstyle. Image may contain: 1 person, standing and hat.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/123055810_380503359739024_9087528422081843454_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=PRREDp0FogMAX_ng8RZ&oh=011e72b7beb5af16298a02e8be7e9139&oe=5FC40FA0,"Photo shared by italy_top_fashion on October 27, 2020 tagging @jagta8, and @perfect_fashion_styling. Image may contain: one or more people, people standing and stripes.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122810133_366481131473499_4735559465181840530_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=BltmqwbEfdQAX9siofy&_nc_tp=24&oh=d07a71eb3e4667510ff2aa7e12a44bc1&oe=5FC2D300,"Photo shared by italy_top_fashion on October 27, 2020 tagging @paola_antonini, and @perfect_fashion_styling. Image may contain: 1 person, standing, shoes and indoor.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122762851_200566774902267_2796879115220977774_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=VrAllrAbTQgAX_ME-HK&oh=6c3f329d32ed2600afd059aaf903a832&oe=5FC17391,"Photo shared by italy_top_fashion on October 27, 2020 tagging @mdfhima, and @perfect_fashion_styling. Image may contain: one or more people and people standing.",T-shirt/top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122895080_411003793223871_4224341293511353701_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=1GD3HvFaVQkAX8ULUCx&_nc_tp=24&oh=35643452148931d3e7cb74d92f634b3a&oe=5FC366D2,"Photo by 𝐀𝐌𝐄𝐋𝐈𝐄 | 𝐅𝐀𝐒𝐇𝐈𝐎𝐍 & 𝐋𝐈𝐅𝐄𝐒𝐓𝐘𝐋𝐄 in Bayern, Germany with @americanstyle, @asaqueenoffashion, @inspoforallgirls, @ootdmagazine, @ca, @reserved, @prettylittleiiinspo, @zara.outfits, @paulvalentine, @cyberfashioninspiration, @blondesandcookies, @ootdgals, @ootd_germany, @so_isst_gabi, @zarastreetstyle, @blogger__style_, @germanbloggerinspo, @kissinfashion, and @fashionzine. Image may contain: 1 person, standing and outdoor.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/122740268_280180209853505_3258100824771658182_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=wAnebOFNLxsAX_VvFqw&oh=e810d47ecb3d3438696f4eb2c2db1cff&oe=5FC1F43A,"Photo shared by Mαяιαηα 🌹 on October 27, 2020 tagging @hm, and @dresslily. Image may contain: 1 person, standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.177.1440.1440a/s640x640/122787516_2659367277727353_4998245350650354975_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=HZmF6pCTgSoAX_ujf-3&oh=0c3c5c7114fc428ee4436873a69c83ed&oe=5FC4317D,"Photo by alanah lorraine in Hamilton, Ontario with @mejuri, @zara, @vintagethefestival, @intothearchives_, @classystreetweargirls, @vintageefeeling, and @stylecatalogues. Image may contain: one or more people.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.134.1080.1080a/s640x640/122826595_1048325095602828_173006145058435841_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=zyuh4OsH_iYAX9C6BpY&oh=79f5fae4dad313c2a956fb8305195eda&oe=5FC20894,"Photo by Elisse Sabillo in St. John's, Newfoundland and Labrador with @americanstyle, @lookbook, @hm, @glassons, @ootdmagazine, @ootdsubmit, @stevemaddencanada, and @canadawears. Image may contain: 1 person, standing, tree, outdoor and nature.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123147356_211964320322063_6851164930262465098_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=H-8unxMkscAAX8SfbsR&_nc_tp=24&oh=263e87f534faa08521cb4e69afb47df3&oe=5FC23ECE,"Photo by TAYLOR LAYNE in Miami, Florida with @simplylively, and @zara. Image may contain: 1 person, standing.",Ankle boot
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.58.1080.1080a/s640x640/122808452_143151754179729_1723892264042598947_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Q_O-sExa01IAX_OikTG&oh=8146e2b929b9184686c2c8e9c8ba70dd&oe=5FC18D16,"Photo shared by Anandita Banerjee on October 27, 2020 tagging @tinysprings. Image may contain: 2 people, people standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/122818489_685847342358778_506411131361636201_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=_5_55AaekFIAX-Rq--H&oh=b6509e0bfa18019877bf43f11087d27f&oe=5FC46A7D,"Photo shared by OSAKA-WARP on October 27, 2020 tagging @rollingcradle6090.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122401690_265563578230174_2251947874604354675_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=1-sdCgyJdaQAX_jTxrT&oh=16058c522bd7014ba9aab69248c03e7f&oe=5FC08867,"Photo by Arishfa khan on October 27, 2020. Image may contain: 1 person, standing and closeup.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.90.720.720a/s640x640/123119246_345834076481348_6648958388618846855_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=QOJJAGoL-pYAX8k09zV&oh=a81aac17db3c26c3401b4f356d5fb835&oe=5F9B10E5,"Photo by Shade Files ™ on October 27, 2020. Image may contain: 1 person, standing, ocean, beach, child, sky and outdoor.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122894531_118929533151629_3497404992607013274_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=u8NcMIx0hKcAX8Y5_Ce&oh=c691deb390857bdddfa65da5611e6db5&oe=5FC24F32,"Photo shared by Nanum Manushan Than on October 27, 2020 tagging @ronaldo, @soccermemes, @cristianoronaldofans, @officialsoccermemes, @soccer_army_official, @trollfootballtamil, @tamiltrollfootball, @vip_memes_official, @pullingamemes, @ronaldo__cr7_fanclub, @namma_info, @ronaldo_fans_page_tamil, @cr.jrr.7, @_memes_pettai_, @tamilfootball_fans, @engineermemesoffical, @tamil_football_meme, @football.meme_page, @cr_7jrr, and @_mokka_engineers_. Image may contain: 4 people, text that says 'Fly The king of football One of ofthe Highest paid athlete in world FB/SarcasmLol BAN RONALDO Most charitable athlete in world One of the most hardworking athlete in the world Cristiano Ronaldo for you!'.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.23.643.643a/s640x640/122887848_134532245080327_1364944534641000513_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=7ShoTPioFl0AX885exh&oh=eaf9f16652221499efc7cb61902b7100&oe=5FC388AA,"Photo by Arishfa khan on October 27, 2020. Image may contain: 1 person, standing and outdoor.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122803023_130537681819371_2389288388707277084_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=svENOMqgZ8UAX-57dC4&oh=34a6d5d38d346dbc98dfd706cff5618f&oe=5FC2817B,"Photo by Shop Online Womens Fashion on October 27, 2020. Image may contain: 1 person, standing.",Ankle boot
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122742505_357443245688733_6036749522208175312_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=xF769gBU9esAX9_iSvX&_nc_tp=24&oh=3605980376a6c755da5c4a4ee9f4bb88&oe=5FC100AD,"اطمئن سيرتب الله أحداث الكون بأسرهِ لأجل دعوتك صباح الخير ❤️

#repost @ftoon.ae . ‎‏#stylegoals #fashiongoals #outfitgoals #fashiondress #fashionaddict #womenstyle #fashiontrends #instafashion #dressgoals #bestfashion #fashiondetails #elegantdresses #outfitstyle #hautecouturedress #hautecouture #kuwait #alkuwait #كويت #الكويت #الكويتkuwait #كويتيات #اكسبلور_explore #اكسبلور #اكسبلورر #اكسبلور_2020 #إكسبلور #اكسبلور_فولو #اكسبلور_طق_فولو✅",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122500192_935981463474840_761010468540223701_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=njtaTvs_jWYAX_H4KRU&_nc_tp=24&oh=58d4319d7bea3b1e82989d2e89ddace0&oe=5FC09F31,"Photo by Trendy.Clothing on October 27, 2020. Image may contain: one or more people, people standing, phone and selfie.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122721590_703678480276683_6941652649141212121_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=jPp_9K0wDuUAX-1-LC8&_nc_tp=24&oh=9252d44e94a06b6c30b9be3af93aa97e&oe=5FC1F36C,"Photo by KIDROVIA on October 27, 2020. Image may contain: 1 person.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122803321_265887034864245_3234469841643072192_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4imeOFfk93oAX_UKpGs&_nc_tp=24&oh=9f8d35e176cb84830546a47908038da4&oe=5FC3D874,"Photo by શ્વેતા 𝐍𝐚𝐭𝐡𝐚𝐧𝐢 in Surat, Gujarat. Image may contain: 1 person, standing and outdoor.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122712711_350891732884030_1818443347662778328_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=xL95vF_vkvAAX9S4qdU&_nc_tp=24&oh=0140e28820c2636bcae3b03da35711a2&oe=5FC40605,"Photo by Celebs India on October 27, 2020. Image may contain: 1 person, standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.139.1354.1354a/s640x640/122873244_631691524164873_4395988408098752413_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=3JvXnnBpAAwAX_vrmx1&oh=3f3cbab79a85292e6aff40fe528fd610&oe=5FC28F01,"Photo by THE UNICORN CLOSET🦄 FOR HER 💋 on October 27, 2020. Image may contain: shoes.",T-shirt/top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.120.960.960a/s640x640/122902269_1002107986936441_1591973151003913396_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=r47nZAJIBnEAX-qDKMf&oh=57a5a84fa1a6cb09bef49b234dcf4f3b&oe=5FC1214E,"Photo by Tac Fabrics on October 27, 2020.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c247.0.945.945a/s640x640/122799345_697762930880577_8083644223875910233_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=GS3M2gjbNqQAX-oBLkj&oh=98f9a0d24390e95b02617f72701b299f&oe=5FC2DA73,"Photo by KIDROVIA on October 27, 2020. Image may contain: 2 people, people sitting and shoes.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123186036_997764894041638_6546418111609148532_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=4Hnu0KnC29UAX-NH7jL&_nc_tp=24&oh=76dcf21612c2da80f7cc03f79b4c7ba4&oe=5FC20AC3,"Photo by Goldeye Men Fashion on October 27, 2020. Image may contain: shoes.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122880765_943065302886098_1170621665855332044_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Jv8ZwS9D_bwAX8gAsaQ&oh=5a0a263100d1687c9fedec102d57fa99&oe=5FC0B045,"Photo by Rack & Row Bespoke Ensemble in Rosebank, Gauteng. Image may contain: shoes.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.120.960.960a/s640x640/122752368_1330278493986677_8349948103865916476_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=mWw477Kz4CoAX9cJuMm&oh=30b7daee8dd39d77700665aee2e02f15&oe=5FC1EB87,"Photo by THE UNICORN CLOSET🦄 FOR HER 💋 on October 27, 2020. Image may contain: shoes.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122819544_3609248765803458_4685944048761771252_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ZvsBfmw1Gn4AX8362wX&_nc_tp=24&oh=e5772e35c98ad4ccfc5fff7be5e98ce7&oe=5FC40DE2,"Photo by Celebs India on October 27, 2020. Image may contain: 2 people, flower.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.7.1117.1117a/s640x640/122423847_692387924728653_2273827951003068960_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=WGGqE8zRW00AX9rRQ2o&oh=aeba15dd0d70a6deec3e4487d8dad3ab&oe=5FC1066D,"Photo by Tac Fabrics on October 27, 2020. Image may contain: 1 person, text that says 'TAC Fabrics .home of affordable abrics 0803861317 C 08029120936 tacfabrics'.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122754467_2863468603882366_2375346506653319383_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=KVmpg2a3N20AX_P11Y5&oh=b1fd801e7b8c47bd971167f06e9758a6&oe=5FC1626E,"Photo by Celebs India on October 27, 2020. Image may contain: 2 people, people standing and outdoor.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122754020_370047987532774_2556861382466504547_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=OXAYrm2msOYAX8oIJQ3&oh=326ba8b7c8b80b31cfaf5d775742a589&oe=5FC1807B,"Photo by THE UNICORN CLOSET🦄 FOR HER 💋 on October 27, 2020. Image may contain: shoes, text that says '1 FILA L FILA'.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/123123376_1291840421156821_3387626062746629174_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=bVaDlJm5ChIAX-f6rj2&oh=4b6343d747b8034dec19a155381888da&oe=5FC42085,"Photo by Yome studio on October 27, 2020. Image may contain: text that says 'V neck Draped shoulder @yourknitwear Yome studio Plain knitted Patch pocket Straight hem Side slims Oversized fitting'.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122789776_631483557520575_927454481568615046_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=iZDercGHHC0AX_mNgcl&oh=c5b86f1b867d7fe234ec6bbe9619af1a&oe=5FC2C6AF,"Photo by Rack & Row Bespoke Ensemble in Rosebank, Gauteng. Image may contain: shoes.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.132.1059.1059a/s640x640/122889874_412684863459509_226627920478786998_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=WFkGKWnoE7IAX-9rwxC&oh=895f62ba1881ec99dae7ffdc567340da&oe=5FC37CE8,"Photo shared by Maria Vizuete • Mia Mia Mine on October 27, 2020 tagging @miamiamine, and @liketoknow.it. Image may contain: 1 person, shoes and outdoor.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122789066_649625975918317_2971186722639729004_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=4JBBb4wuQzoAX-yWBdH&oh=f519bf06753db857b3d9f40f1e9a7078&oe=5FC41B88,"Photo by Taylor Brandenburg in Atlanta, Georgia with @hm, @amazonfashion, @liketoknow.it, @donnabellahair, @emilyrosemeraki, @blondesandcookies, and @amazonthedrop. Image may contain: 1 person, standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122792886_400159597673620_5604454908783734000_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=A7emTcCO5lUAX-NIWUc&oh=02d59ec5dede2e400d27edf478747127&oe=5FC2D67A,"Photo by CADYROWLAND | Tulsa Blogger in Midtown, Tulsa. Image may contain: 1 person, standing.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122751253_1248547478877649_1691287289775803771_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Fd_lQjqlXCEAX_xnLLH&oh=c3ccd286a68e00e99e274f84eb751c72&oe=5FC0FDB6,"Photo shared by ᴅɪᴄᴀs• ʙᴇᴀᴜᴛʏ• ᴍᴏᴅᴀ• ʟɪғᴇsᴛʏʟᴇ on October 27, 2020 tagging @modaparameninas, @gringapontocom, @modaparameninasp, @lojafashionbae, and @womenlifstyle. Image may contain: 1 person, shoes.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.180.1440.1440a/s640x640/122731755_761776941044488_3910117587741464585_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=3IlDge_ACU8AX_aXrb3&oh=6e72578227cad018851bedb9948e53f3&oe=5FC3860A,"Photo shared by Nadia Zadoynov on October 27, 2020 tagging @madwell, @vicidolls, @shop.llacie, and @highhillranch_applehill. Image may contain: 1 person, sitting, tree, hat, outdoor and nature.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.90.720.720a/s640x640/122790142_179312463739480_2515278228113320850_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=SPAF80FgvqwAX-3gL2h&oh=a7266e535bfab3e7efd0b868956bfb03&oe=5FC37018,"Photo by Sandy in Miami, Florida with @missyempire. Image may contain: 1 person, text that says 'MANI'.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122754467_708547223095978_7391061445641814559_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=LLfftwbCuGcAX_sY9ts&_nc_tp=24&oh=51643440012cf215cd32951644c9c56c&oe=5FC17C28,"Photo by Amanda Genera in Long Beach, California with @sheinofficial, @liketoknow.it, @ootdbloggers, and @jwpei_official. Image may contain: 1 person, standing and shoes.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122903220_359888818759721_310243880038745987_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=t27ipFbfK6cAX_KsF3_&_nc_tp=24&oh=de86fce2a6723935a36e3ab4eb8a663b&oe=5FC287BE,"Photo by AMANDA WRATE 🌈 in The Whole Enchilada Fresh Mexican Grill & Bar Winter Garden with @forever21, @visitorlando, @visitflorida, @disneylifestylers, @filausa, @disneystyle, @dressedindisney, @4disneyfashion, @minniestyle, @disneylifestyle, @amandawratepresets, and @divinedesignsetsy. Image may contain: 1 person, standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122820224_105805584664243_2655735538807462827_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=PpMdv3ZN84AAX8a3K2c&_nc_tp=24&oh=2a452b2ad94f182a4f76b80d741e1486&oe=5FC30540,"Photo by Daisy🦋 in San Jose, California with @dollmeupbtq. Image may contain: 1 person, standing.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.91.981.981a/s640x640/123062587_368110694532262_5164856722630092734_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=H3SCXFzePDkAX_nXdd6&oh=c746afe01f4b163ee365614bf6acabb2&oe=5FC2A755,"Photo shared by shoutout on October 27, 2020 tagging @yajnaseni25. Image may contain: 1 person, shoes and outdoor.",Shoes
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123030875_354363502558541_324742004365096618_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=HdWs70uDn-wAX8-gk73&_nc_tp=24&oh=b96d614ca12fdf79615bf941d361e968&oe=5FC29547,"Photo by Wicker Clothing on October 27, 2020. Image may contain: 1 person, standing.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/122935403_737206473559627_4024776640075435049_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=1QDsrriuVngAX-tB-j-&oh=2b9e03ebc10e46d506fe1d2dfb32c9a0&oe=5FC32670,"Photo by joyce ann on October 27, 2020. Image may contain: 1 person, closeup.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.135.1080.1080a/s640x640/122763912_398272271343461_4355131113046834835_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=gE0AV4XCwXIAX8jpXBW&oh=034809f2dd7dadad04e848933d502b48&oe=5FC3CDB2,"Photo by Influesense on October 27, 2020. Image may contain: text that says '"" LOVE THE SMELL IT LEAVES BEHIND The surface looks fresh cannot measure the disinfectant quality with our naked eyes but yes small quantity (halffilled (half cap of the container) is enough to clean the floor and leaves a fresh lemon smell! -Nupur Ghundiyal Lizol Disinfectant Surface & Floor Cleaner'.",Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.96.768.768a/s640x640/122783392_1035051540274552_7708282046941572767_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=UL7nQX3wXEMAX9I0ScX&oh=444b615a36797e48e4f75687aeb2e0bc&oe=5FC3A95C,"Photo by My Boutique Stores - Fashion on October 27, 2020. Image may contain: 1 person, standing and text.",Body Dress
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/122779230_919518571915358_8697634477097942397_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=mPC78oPXG9sAX8GBl_l&_nc_tp=24&oh=eab0bbe5bc7492486f94c2b835525a76&oe=5FC16E7A,"Photo by YouStella Influencer Scout on October 27, 2020. Image may contain: one or more people, people standing, shoes and outdoor.",Dress/Top
https://instagram.fudr2-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/123137705_346135783148069_1845800268042517843_n.jpg?_nc_ht=instagram.fudr2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=bCUzEr5RHRcAX_K-oOp&_nc_tp=24&oh=a42df822a3d280304cec627d98fdd942&oe=5FC33EB8,"Photo by Men’s Fashion on October 27, 2020. Image may contain: one or more people, people standing and shoes.",T-shirt/top
